"ID","OWNERID","NAME","LASTMODIFIEDDATE","LASTMODIFIEDBYID","ALIAS__C","CITY__C","FACILITYID__C","PHONE__C","PROGRAMID__C","PROGRAM__C","SERVICE_VALUE__C","SETTING__C","STATE__C","STREET__C","UNIQUEID__C","ZIP__C"
"a0vU0000001l7boIAA","005U0000001BtzpIAC","010402","2013-10-25T18:07:57.000Z","005U0000001BtzpIAC","010402","Tampa","10.0","","010402001","FL-MNTR-WGH-Valle-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","10204 Valle Dr","10||010402001","33612-6571"
"a0vU0000001l7bpIAA","005U0000001BtzpIAC","010404","2013-10-25T18:07:57.000Z","005U0000001BtzpIAC","010404","Tampa","10.0","","010404001","FL-MNTR-WGH-Martin-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","5308 Martin","10||010404001","33617-8716"
"a0vU0000001l7bqIAA","005U0000001BtzpIAC","010405","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010405","Brandon","10.0","","010405001","FL-MNTR-WGH-Overland-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","410 Overland Dr","10||010405001","33511-5936"
"a0vU0000001l7brIAA","005U0000001BtzpIAC","010406","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010406","Brandon","10.0","","010406001","FL-MNTR-WGH-Rockwood-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1307 Rockwood Dr","10||010406001","33510-2233"
"a0vU0000001l7bsIAA","005U0000001BtzpIAC","010407","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010407","Brandon","10.0","","010407001","FL-MNTR-WGH-Kingsway-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1104 Kingsway Rd","10||010407001","33510-2512"
"a0vU0000001l7btIAA","005U0000001BtzpIAC","010408","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010408","Tampa","10.0","","010408001","FL-MNTR-WGH-Pine Lake-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1703 Pinelake Dr","10||010408001","33612-5059"
"a0vU0000001l7buIAA","005U0000001BtzpIAC","010412","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010412","Jacksonville","10.0","904-771-3016","010412001","FL-MNTR-WGH-Faulkner-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","6367 Faulkner Drive","10||010412001","32244-2489"
"a0vU0000001l7bvIAA","005U0000001BtzpIAC","010413","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010413","Jacksonville","10.0","","010413001","FL-MNTR-WGH-Lancia-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","7959 Lancia St","10||010413001","32244-1349"
"a0vU0000001l7bwIAA","005U0000001BtzpIAC","010414","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010414","Jacksonville","10.0","","010414001","FL-MNTR-WGH-Petrell-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","7370 Petrell Dr","10||010414001","32222-2132"
"a0vU0000001l7bxIAA","005U0000001BtzpIAC","010415","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010415","Jacksonville","10.0","","010415001","FL-MNTR-WGH-Renault-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","7938 Renault Dr","10||010415001","32244-1380"
"a0vU0000001l7byIAA","005U0000001BtzpIAC","010416","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010416","Jacksonville","10.0","","010416001","FL-MNTR-WGH-Stanford Bridge-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","9659 Stanford Bridge","10||010416001","32221-3208"
"a0vU0000001l7bzIAA","005U0000001BtzpIAC","010421","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010421","Orlando","10.0","","010421001","FL-MNTR-WGH-Capehart-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","226 Capehart Dr","10||010421001","32807-6107"
"a0vU0000001l7c0IAA","005U0000001BtzpIAC","010422","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010422","Orlando","10.0","","010422001","FL-MNTR-WGH-Chenille-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","8424 Chenille Dr","10||010422001","32818-5746"
"a0vU0000001l7c1IAA","005U0000001BtzpIAC","010423","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010423","Orlando","10.0","","010423001","FL-MNTR-WGH-Groveline-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","6025 Groveline Dr","10||010423001","32810-6032"
"a0vU0000001l7c2IAA","005U0000001BtzpIAC","010424","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010424","Orlando","10.0","","010424001","FL-MNTR-WGH-Ironwood-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","7136 Ironwood Ave","10||010424001","32818-5849"
"a0vU0000001l7c3IAA","005U0000001BtzpIAC","010425","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010425","Winter Springs","10.0","","010425001","FL-MNTR-WGH-LaMirada-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1343 Lamirada Ct","10||010425001","32708-4818"
"a0vU0000001l7c4IAA","005U0000001BtzpIAC","010426","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010426","Apopka","10.0","","010426001","FL-MNTR-WGH-Jett Loop-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","75 Jett Loop","10||010426001","32712-2397"
"a0vU0000001l7c5IAA","005U0000001BtzpIAC","010427","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010427","Orlando","10.0","","010427001","FL-MNTR-WGH-Oxalis-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1030 Oxalis Ave","10||010427001","32807-4748"
"a0vU0000001l7c6IAA","005U0000001BtzpIAC","010428","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010428","Orlando","10.0","","010428001","FL-MNTR-WGH-Providence-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1648 Providence Cir","10||010428001","32818-5624"
"a0vU0000001l7c7IAA","005U0000001BtzpIAC","010429","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010429","Orlando","10.0","","010429001","FL-MNTR-WGH-Rose of Tara-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","4639 Rose Of Tara Way","10||010429001","32808-2744"
"a0vU0000001l7c8IAA","005U0000001BtzpIAC","010431","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010431","Casselberry","10.0","","010431001","FL-MNTR-WGH-Wil o Wik-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","806 Wil O Wik Dr","10||010431001","32707-2745"
"a0vU0000001l7c9IAA","005U0000001BtzpIAC","010432","2013-10-25T18:07:58.000Z","005U0000001BtzpIAC","010432","Orlando","10.0","","010432001","FL-MNTR-WGH-Windstream-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","6922 Windstream Terr","10||010432001","32818-1354"
"a0vU0000001l7cAIAQ","005U0000001BtzpIAC","010433","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010433","Holly Hill","10.0","","010433001","FL-MNTR-WGH-Riverside-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1432 Riverside Dr","10||010433001","32117-2326"
"a0vU0000001l7cBIAQ","005U0000001BtzpIAC","010500","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010500","Ocala","10.0","","010500001","FL-MNTR-DayTx-Kingsbury-ARY","ARY - Day School","Outpatient","FL","5895 Southeast 83rd Street","10||010500001","34472-9296"
"a0vU0000001l7cCIAQ","005U0000001BtzpIAC","010518","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010518","Dania Beach","10.0","954-316-4926","010518001","FL-MNTR-FCT-IIH-S BROWARD-ARY","ARY - Clinical/Outpatient Therapy","Outpatient","FL","4101 Ravenswood Rd, Ste 323","10||010518001","33312-5354"
"a0vU0000001l7cDIAQ","005U0000001BtzpIAC","010601","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010601","Plant City","10.0","","010601001","FL-MNTR-WGH-Creekwood-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","3918 Creekwood Dr","10||010601001","33563-4086"
"a0vU0000001l7cEIAQ","005U0000001BtzpIAC","010602","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010602","Plant City","10.0","","010602001","FL-MNTR-WGH-Ike Smith-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","6005 Ike Smith Rd","10||010602001","33565-3027"
"a0vU0000001l7cFIAQ","005U0000001BtzpIAC","010603","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010603","Plant City","10.0","","010603001","FL-MNTR-WGH-Kinard-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","7504 Kinard Rd","10||010603001","33565-3662"
"a0vU0000001l7cGIAQ","005U0000001BtzpIAC","010604","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010604","Mulberry","10.0","","010604001","FL-MNTR-WGH-Johnson-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","4015 Johnson Rd","10||010604001","33860-9628"
"a0vU0000001l7cHIAQ","005U0000001BtzpIAC","010710","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010710","Jacksonville","10.0","","010710001","FL-MNTR-ICF-Hodges LOC 9 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","3615 Hodges Blvd","10||010710001","32224-1288"
"a0vU0000001l7cIIAQ","005U0000001BtzpIAC","010710","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010710","Jacksonville","10.0","","010710002","FL-MNTR-ICF-Hodges LOC 8 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","3615 Hodges Blvd","10||010710002","32224-1288"
"a0vU0000001l7cJIAQ","005U0000001BtzpIAC","010710","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010710","Jacksonville","10.0","904-223-4173","010710003","FL-MNTR-ICF-Hodges LOC 7 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","3615 Hodges Blvd","10||010710003","32224-1288"
"a0vU0000001l7cKIAQ","005U0000001BtzpIAC","010712","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010712","Jacksonville","10.0","","010712001","FL-MNTR-ICF-Kinkaid LOC 8 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","5508 Kinkaid Rd","10||010712001","32224-1288"
"a0vU0000001l7cLIAQ","005U0000001BtzpIAC","010712","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010712","Jacksonville","10.0","","010712002","FL-MNTR-ICF-Kinkaid LOC 9 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","5508 Kinkaid Rd","10||010712002","32224-1288"
"a0vU0000001l7cMIAQ","005U0000001BtzpIAC","010712","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010712","Jacksonville","10.0","904-777-0460","010712003","FL-MNTR-ICF-Kinkaid LOC 7 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","5508 Kinkaid Rd","10||010712003","32224-1288"
"a0vU0000001l7cNIAQ","005U0000001BtzpIAC","010714","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010714","Pensacola","10.0","","010714001","FL-MNTR-ICF-Pensacola LOC 9 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","9000 University Pkwy","10||010714001","32514-5514"
"a0vU0000001l7cOIAQ","005U0000001BtzpIAC","010714","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010714","Pensacola","10.0","","010714002","FL-MNTR-ICF-Pensacola LOC 8 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","9000 University Pkwy","10||010714002","32514-5514"
"a0vU0000001l7cPIAQ","005U0000001BtzpIAC","010715","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010715","Pensacola","10.0","","010715001","FL-MNTR-ICF-Barranger LOC 7GH-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","9513 Barranger Dr","10||010715001","32514-5423"
"a0vU0000001l7cQIAQ","005U0000001BtzpIAC","010715","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010715","Pensacola","10.0","","010715002","FL-MNTR-ICF-Barranger LOC 8 GH-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","9513 Barranger Dr","10||010715002","32514-5423"
"a0vU0000001l7cRIAQ","005U0000001BtzpIAC","010716","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010716","Pensacola","10.0","","010716001","FL-MNTR-ICF-Greenridge LOC 7 GH-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","222 Greenridge Dr","10||010716001","32514-3136"
"a0vU0000001l7cSIAQ","005U0000001BtzpIAC","010718","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010718","Jacksonville","10.0","","010718001","FL-MNTR-ICF-Point West LOC 8 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","4550 Ricker Rd","10||010718001","32210-6308"
"a0vU0000001l7cTIAQ","005U0000001BtzpIAC","010718","2013-10-25T18:07:59.000Z","005U0000001BtzpIAC","010718","Jacksonville","10.0","","010718002","FL-MNTR-ICF-Point West LOC 7 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","4550 Ricker Rd","10||010718002","32210-6308"
"a0vU0000001l7cUIAQ","005U0000001BtzpIAC","010718","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010718","Jacksonville","10.0","","010718003","FL-MNTR-ICF-Point West LOC 9 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","4550 Ricker Rd","10||010718003","32210-6308"
"a0vU0000001l7cVIAQ","005U0000001BtzpIAC","010720","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010720","Jacksonville","10.0","","010720001","FL-MNTR-ICF-Sandpiper LOC 8 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","1000 East 14th St","10||010720001","34996-4001"
"a0vU0000001l7cWIAQ","005U0000001BtzpIAC","010720","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010720","Jacksonville","10.0","","010720002","FL-MNTR-ICF-Sandpiper LOC 7 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","1000 East 14th St","10||010720002","34996-4001"
"a0vU0000001l7cXIAQ","005U0000001BtzpIAC","010720003","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010720003","Jacksonville","10.0","","010720003","FL-MNTR-ICF-Sandpiper LOC 9 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","1000 East 14th St","10||010720003","34996-4001"
"a0vU0000001l7cYIAQ","005U0000001BtzpIAC","010722","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010722","Fort Pierce","10.0","","010722001","FL-MNTR-ICF-Caprona LOC 7 Group Home-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","111 Ne Caprona Ave","10||010722001","34983-8450"
"a0vU0000001l7cZIAQ","005U0000001BtzpIAC","010722","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010722","Fort Pierce","10.0","","010722002","FL-MNTR-ICF-Caprona LOC 8 Group Home-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","111 Ne Caprona Ave.","10||010722002","34983-8450"
"a0vU0000001l7caIAA","005U0000001BtzpIAC","010723","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010723","Port St. Lucie","10.0","","010723001","FL-MNTR-ICF-Rich Street LOC 7 GH-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","2318 Se Rich St","10||010723001","34984-5125"
"a0vU0000001l7cbIAA","005U0000001BtzpIAC","010723","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010723","Port St. Lucie","10.0","","010723002","FL-MNTR-ICF-Rich Street LOC 8 GH-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","2318 Se Rich St","10||010723002","34984-5125"
"a0vU0000001l7ccIAA","005U0000001BtzpIAC","010725","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010725","Daytona Beach","10.0","","010725001","FL-MNTR-ICF-Eagles Watch LOC 8-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","1725 5th St","10||010725001","32117-5107"
"a0vU0000001l7cdIAA","005U0000001BtzpIAC","010725","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010725","Daytona Beach","10.0","","010725002","FL-MNTR-ICF-Eagles Watch LOC 7-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","1725 5th St","10||010725002","32117-5107"
"a0vU0000001l7ceIAA","005U0000001BtzpIAC","010725","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010725","Daytona Beach","10.0","","010725003","FL-MNTR-ICF-Eagles Watch LOC 9-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","1725 5th St","10||010725003","32117-5107"
"a0vU0000001l7cfIAA","005U0000001BtzpIAC","010727","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010727","Avon Park","10.0","","010727001","FL-MNTR-ICF-Avon Park LOC 8 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","55 East College Dr","10||010727001","33825-9562"
"a0vU0000001l7cgIAA","005U0000001BtzpIAC","010727","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010727","Avon Park","10.0","","010727002","FL-MNTR-ICF-Avon Park LOC 9 Cluster-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","55 East College Dr","10||010727002","33825-9562"
"a0vU0000001l7chIAA","005U0000001BtzpIAC","010730","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010730","Lantana","10.0","","010730001","FL-MNTR-ICF-Flamingo Drive LOC 8-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","1285 Flamingo Dr","10||010730001","33462-1507"
"a0vU0000001l7ciIAA","005U0000001BtzpIAC","010730","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010730","Lantana","10.0","","010730002","FL-MNTR-ICF-Flamingo Drive LOC 9-IDD","IDD - Residential ICF/MR","Inpatient/Residential","FL","1285 Flamingo Dr","10||010730002","33462-1507"
"a0vU0000001l7cjIAA","005U0000001BtzpIAC","010750","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010750","Stuart","10.0","772-223-0646","010750001","FL-MNTR-DayTx-Stuart-IDD","IDD - Non-Residential Day Activity","Outpatient","FL","2897 Se Monroe Street","10||010750001","34997-5914"
"a0vU0000001l7ckIAA","005U0000001BtzpIAC","010751","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010751","Daytona Beach","10.0","","010751001","FL-MNTR-DayTx-Eagles Watch Work Cntr-IDD","IDD - Non-Residential Day Activity","Outpatient","FL","948 Orange Ave","10||010751001","32114-4668"
"a0vU0000001l7clIAA","005U0000001BtzpIAC","010752","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010752","Avon Park","10.0","","010752001","FL-MNTR-DayTx-Avon Park Work Cntr-IDD","IDD - Non-Residential Day Activity","Outpatient","FL","105 S Lake Ave","10||010752001","33825-3903"
"a0vU0000001l7cmIAA","005U0000001BtzpIAC","010753","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010753","Jacksonville","10.0","","010753001","FL-MNTR-DayTx-Jacksonville Work Cntr-IDD","IDD - Non-Residential Day Activity","Outpatient","FL","8230 Baycenter Rd","10||010753001","32256-7457"
"a0vU0000001l7cnIAA","005U0000001BtzpIAC","010755","2013-10-25T18:08:00.000Z","005U0000001BtzpIAC","010755","Miami","10.0","","010755001","FL-MNTR-DayTx-Miami Work Cntr-IDD","IDD - Non-Residential Other","Outpatient","FL","14250 Sw 119th Ave","10||010755001","33186-6023"
"a0vU0000001l7coIAA","005U0000001BtzpIAC","010756","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010756","Boynton Beach","10.0","","010756001","FL-MNTR-DayTx-Flamingo ADT Work Cntr-IDD","IDD - Non-Residential Day Activity","Outpatient","FL","2500 Quantum Lakes Dr Ste 103","10||010756001","33426-8308"
"a0vU0000001l7cpIAA","005U0000001BtzpIAC","010757","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010757","Pensacola","10.0","","010757001","FL-MNTR-DayTx-Pensacola Work Cntr-IDD","IDD - Non-Residential Day Activity","Outpatient","FL","9000 University Parkway","10||010757001","32514-5514"
"a0vU0000001l7cqIAA","005U0000001BtzpIAC","010812","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010812","Jacksonville","10.0","","010812001","FL-MNTR-WGH-Greenfern-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","7025 Greenfern Ln","10||010812001","32277-2612"
"a0vU0000001l7crIAA","005U0000001BtzpIAC","010813","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010813","Jacksonville","10.0","","010813001","FL-MNTR-WGH-Hickson Road-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","5509 Hickson Rd","10||010813001","32207-5952"
"a0vU0000001l7csIAA","005U0000001BtzpIAC","010814","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010814","South Jacksonville","10.0","","010814001","FL-MNTR-WGH-Pinebluff-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","11137 Windhaven Dr","10||010814001","32225-2836"
"a0vU0000001l7ctIAA","005U0000001BtzpIAC","010816","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010816","Jacksonville","10.0","","010816001","FL-MNTR-WGH-Spanish Point-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","2525 Townsend Blvd","10||010816001","32211-4144"
"a0vU0000001l7cuIAA","005U0000001BtzpIAC","010819","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010819","Jacksonville","10.0","","010819001","FL-MNTR-WGH-West Road-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1708 West Rd","10||010819001","32216-2851"
"a0vU0000001l7cvIAA","005U0000001BtzpIAC","010841","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010841","Lakeland","10.0","","010841001","FL-MNTR-WGH-Creekbend-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","2125 Creekbend","10||010841001","33811-1452"
"a0vU0000001l7cwIAA","005U0000001BtzpIAC","010842","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010842","Lakeland","10.0","","010842001","FL-MNTR-WGH-July Street-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","5915 July St","10||010842001","33812-4116"
"a0vU0000001l7cxIAA","005U0000001BtzpIAC","010843","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010843","Tampa","10.0","","010843001","FL-MNTR-WGH-Briarthorn-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","14101 Briarthorn Dr","10||010843001","33625-3252"
"a0vU0000001l7cyIAA","005U0000001BtzpIAC","010844","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010844","Tampa","10.0","","010844001","FL-MNTR-WGH-Broad-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","3004 Broad St","10||010844001","33614-3432"
"a0vU0000001l7czIAA","005U0000001BtzpIAC","010848","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010848","Tampa","10.0","","010848001","FL-MNTR-WGH-Hollis-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","2504 Hollis Dr","10||010848001","33618-3220"
"a0vU0000001l7d0IAA","005U0000001BtzpIAC","010861","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010861","Miami","10.0","","010861001","FL-MNTR-WGH-102nd Street-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","10321 Sw 102nd St","10||010861001","33176-3502"
"a0vU0000001l7d1IAA","005U0000001BtzpIAC","010862","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010862","Miami","10.0","","010862001","FL-MNTR-WGH-105th Avenue-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","16721 Sw 105th Ave","10||010862001","33157-3030"
"a0vU0000001l7d2IAA","005U0000001BtzpIAC","010863","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010863","Miami","10.0","","010863001","FL-MNTR-WGH-107th Court-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","16825 Sw 107th Court","10||010863001","33157-4183"
"a0vU0000001l7d3IAA","005U0000001BtzpIAC","010864","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010864","Miami","10.0","","010864001","FL-MNTR-WGH-128th Avenue-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","22173 Sw Sw 128th Ave","10||010864001","33170-2647"
"a0vU0000001l7d4IAA","005U0000001BtzpIAC","010866","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010866","South Miami","10.0","","010866001","FL-MNTR-WGH-128th Court South-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","21836 Sw 128th Ct","10||010866001","33170-2634"
"a0vU0000001l7d5IAA","005U0000001BtzpIAC","010868","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010868","Miami","10.0","305-969-8539","010868001","FL-MNTR-WGH-150TH Terrace-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","8921 Sw 150th Terrace","10||010868001","33176-8049"
"a0vU0000001l7d6IAA","005U0000001BtzpIAC","010869","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010869","North Miami","10.0","","010869001","FL-MNTR-WGH-179th Sreet-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1042 Ne 179th St","10||010869001","33162"
"a0vU0000001l7d7IAA","005U0000001BtzpIAC","010870","2013-10-25T18:08:01.000Z","005U0000001BtzpIAC","010870","North Miami","10.0","","010870001","FL-MNTR-WGH-186TH Street-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","1990 Ne 186th Dr","10||010870001","33179-4344"
"a0vU0000001l7d8IAA","005U0000001BtzpIAC","010871","2013-10-25T18:08:02.000Z","005U0000001BtzpIAC","010871","Hialeah","10.0","","010871001","FL-MNTR-WGH-201st Lane-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","5960 Nw 201st Lane","10||010871001","33015-4874"
"a0vU0000001l7d9IAA","005U0000001BtzpIAC","010872","2013-10-25T18:08:02.000Z","005U0000001BtzpIAC","010872","Miami","10.0","","010872001","FL-MNTR-WGH-223rd Street-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","12521 Sw 223rd St","10||010872001","33170-4491"
"a0vU0000001l7dAIAQ","005U0000001BtzpIAC","010873","2013-10-25T18:08:02.000Z","005U0000001BtzpIAC","010873","Miami","10.0","305-386-5712","010873001","FL-MNTR-WGH-APT Group Home-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","15680 Sw 106th Main, Apt 801","10||010873001","33196"
"a0vU0000001l7dBIAQ","005U0000001BtzpIAC","010881","2013-10-25T18:08:02.000Z","005U0000001BtzpIAC","010881","Boynton Beach","10.0","","010881001","FL-MNTR-WGH-4th Street Group Home-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","813 Se 4th St","10||010881001","33435-5603"
"a0vU0000001l7dCIAQ","005U0000001BtzpIAC","010882","2013-10-25T18:08:02.000Z","005U0000001BtzpIAC","010882","Wellington","10.0","","010882001","FL-MNTR-WGH-Exotica Group Home-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","13545 Exotica Ln","10||010882001","33414-8111"
"a0vU0000001l7dDIAQ","005U0000001BtzpIAC","010885","2013-10-25T18:08:02.000Z","005U0000001BtzpIAC","010885","Lake Worth","10.0","","010885001","FL-MNTR-WGH-Wellesley Group Home-IDD","IDD - Residential Group Home","Inpatient/Residential","FL","221 Wellesley Dr","10||010885001","33460-6220"
