"ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","QUESTION__C","COLOR__C","RATING_DESCRIPTION__C","RATING__C","SCORE__C","QT__C","SHOW_EXTRA_FIELDS__C","SHOW_THESE_FIELDS__C","SORT_ORDER__C"
"a0Y110000008xmIEAQ","false","4078","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33QEAS","green","This level indicates an adolescent with vocational skills who is currently working in a natural environment.","0","0.0","VOCATIONAL","false","",""
"a0Y110000008xmJEAQ","false","4079","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33QEAS","yellow","This level indicates an adolescent with pre-vocational and some vocational skills but limited work experience.","1","1.0","VOCATIONAL","false","",""
"a0Y110000008xmKEAQ","false","4080","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33QEAS","orange","This level indicates an adolescent with some pre-vocational skills but who is not presently working in any area related to those skills. This also may indicate a child or youth with a clear vocational preference.","2","2.0","VOCATIONAL","false","",""
"a0Y110000008xmLEAQ","false","4081","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33QEAS","red","This level indicates an adolescent with no known or identifiable vocational or pre-vocational skills and no expression of any future vocational preferences.","3","6.0","VOCATIONAL","false","",""
"a0Y110000008xmMEAQ","false","4082","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33QEAS","gray","This item can be rated not applicable when a child is under 14 years old.","NA","0.0","VOCATIONAL","false","",""
"a0Y110000008xmNEAQ","false","4083","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33rEAC","green","There is no evidence that child has been exposed to natural or man-made disasters.","0","0.0","NATURAL OR MANMADE DISASTERS","false","",""
"a0Y110000008xmOEAQ","false","4084","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33rEAC","yellow","Child has been exposed to disasters second-hand (i.e. on television, hearing others discuss disasters). This would include second-hand exposure to natural disasters such as a fire or earthquake or manmade disaster, including car accident, plane crashes, or bombings.","1","1.0","NATURAL OR MANMADE DISASTERS","false","",""
"a0Y110000008xmPEAQ","false","4085","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33rEAC","orange","Child has been directly exposed to a disaster or witnessed the impact of a disaster on a family or friend. For instance, a child may observe a caregiver who has been injured in a car accident or fire or watch his neighbor?s house burn down.","2","2.0","NATURAL OR MANMADE DISASTERS","false","",""
"a0Y110000008xmQEAQ","false","4086","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33rEAC","red","Child has been directly exposed to multiple and severe natural or manmade disasters and/or a disaster that caused significant harm or death to a loved one or there is an ongoing impact or life disruption due to the disaster (e.g. house burns down, caregiver loses job).","3","6.0","NATURAL OR MANMADE DISASTERS","false","",""
"a0Y110000008xmREAQ","false","4087","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33REAS","green","This level indicates a child with exceptional psychological strengths. Both coping and savoring skills are well developed.","0","0.0","COPING AND SAVORING SKILLS","false","",""
"a0Y110000008xmSEAQ","false","4088","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33REAS","yellow","This level indicates a child with good psychological strengths. The person has solid coping skills for managing distress or solid savoring skills for enjoying pleasurable events.","1","1.0","COPING AND SAVORING SKILLS","false","",""
"a0Y110000008xmTEAQ","false","4089","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33REAS","orange","This level indicates a child with limited psychological strengths. For example, a person with very low self-esteem would be rated here.","2","2.0","COPING AND SAVORING SKILLS","false","",""
"a0Y110000008xmUEAQ","false","4090","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33REAS","red","This level indicates a child with no known or identifiable psychological strengths. This may be due to intellectual impairment or serious psychiatric disorders.","3","6.0","COPING AND SAVORING SKILLS","false","",""
"a0Y110000008xmVEAQ","false","4091","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","005U0000001BHukIAG","2014-02-28T00:25:00.000Z","a0Z11000000D33sEAC","green","There is no evidence that child has been exposed to war, political violence, or torture.","0","0.0","WAR AFFECTED","false","",""
"a0Y110000008xnUEAQ","false","4152","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D343EAC","","","Does Not Present a Risk","","Ability to respond to weather related conditions","false","","2.0"
"a0Y110000008xnVEAQ","false","4153","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D344EAC","","","Presents a Risk","","Ability to adjust water temperature","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnWEAQ","false","4154","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D344EAC","","","Does Not Present a Risk","","Ability to adjust water temperature","false","","2.0"
"a0Y110000008xnXEAQ","false","4155","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D345EAC","","","Presents a Risk","","Other","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnYEAQ","false","4156","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D345EAC","","","Does Not Present a Risk","","Other","false","","2.0"
"a0Y110000008xnZEAQ","false","4157","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D346EAC","","","Presents a Risk","","Seizures","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnaEAA","false","4158","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D346EAC","","","Does Not Present a Risk","","Seizures","false","","2.0"
"a0Y110000008xnbEAA","false","4159","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D347EAC","","","Presents a Risk","","Restricted Health Condition","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xncEAA","false","4160","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D347EAC","","","Does Not Present a Risk","","Restricted Health Condition","false","","2.0"
"a0Y110000008xndEAA","false","4161","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","005U0000001BHukIAG","2014-02-28T00:25:06.000Z","a0Z11000000D348EAC","","","Presents a Risk","","PICA","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnyEAA","false","4182","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34eEAC","","","Does Not Present a Risk","","Demonstrates/respects privacy","false","","2.0"
"a0Y110000008xnzEAA","false","4183","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34EEAS","","","Presents a Risk","","Seeks assistance / provides for own medical concerns","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xo0EAA","false","4184","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34EEAS","","","Does Not Present a Risk","","Seeks assistance / provides for own medical concerns","false","","2.0"
"a0Y110000008xo1EAA","false","4185","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34fEAC","","","Presents a Risk","","Mental/emotional condition affecting judgment","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xo2EAA","false","4186","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34fEAC","","","Does Not Present a Risk","","Mental/emotional condition affecting judgment","false","","2.0"
"a0Y110000008xo3EAA","false","4187","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34FEAS","","","Presents a Risk","","Other","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xo4EAA","false","4188","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34FEAS","","","Does Not Present a Risk","","Other","false","","2.0"
"a0Y110000008xo5EAA","false","4189","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34gEAC","","","Presents a Risk","","Probation or court supervision status","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xo6EAA","false","4190","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34gEAC","","","Does Not Present a Risk","","Probation or court supervision status","false","","2.0"
"a0Y110000008xo7EAA","false","4191","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","005U0000001BHukIAG","2014-02-28T00:25:08.000Z","a0Z11000000D34GEAS","green","Child gets along well with family members.","0","0.0","FAMILY","false","",""
"a0Y110000008xo8EAA","false","4192","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34GEAS","yellow","Child is doing adequately in relationships with family members although some problems may exist. For example, some family members may have some problems in their relationships with child.","1","1.0","FAMILY","false","",""
"a0Y110000008xo9EAA","false","4193","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34GEAS","orange","Child is having moderate problems with parents, siblings and/or other family members. Frequent arguing, difficulties in maintaining any positive relationship may be observed.","2","2.0","FAMILY","false","",""
"a0Y110000008xoAEAQ","false","4194","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34GEAS","red","Child is having severe problems with parents, siblings, and/or other family members. This would include problems of domestic violence, constant arguing, etc.","3","6.0","FAMILY","false","",""
"a0Y110000008xoBEAQ","false","4195","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34hEAC","","","Presents a Risk","","Other","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xoCEAQ","false","4196","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34hEAC","","","Does Not Present a Risk","","Other","false","","2.0"
"a0Y110000008xoDEAQ","false","4197","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34HEAS","green","Child is functioning well in his/her current living environment. Child and caregivers feel comfortable and safe dealing with issues that come up in day-to-day life.","0","0.0","LIVING SITUATION","false","",""
"a0Y110000008xoEEAQ","false","4198","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34HEAS","yellow","Mild problems with functioning in current living situation. Caregivers express some concern about child?s behavior in living situation and/or child and caregiver have some difficulty dealing with issues that arise in daily life.","1","1.0","LIVING SITUATION","false","",""
"a0Y110000008xoFEAQ","false","4199","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34HEAS","orange","Moderate to severe problems with functioning in current living situation. Child and caregivers have difficulty interacting effectively with each other much of the time. Difficulties may create significant problems for others in the residence.","2","2.0","LIVING SITUATION","false","",""
"a0Y110000008xoGEAQ","false","4200","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34HEAS","red","Profound problems with functioning in current living situation. Child is at immediate risk of being removed from living situation.","3","6.0","LIVING SITUATION","false","",""
"a0Y110000008xoHEAQ","false","4201","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","005U0000001BHukIAG","2014-02-28T00:25:09.000Z","a0Z11000000D34iEAC","","","Presents a Risk","","Access to toxic substances and dangerous items","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xomEAA","false","4232","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34nEAC","","","Presents a Risk","","Defends self against abuse","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xonEAA","false","4233","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34nEAC","","","Does Not Present a Risk","","Defends self against abuse","false","","2.0"
"a0Y110000008xooEAA","false","4234","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34NEAS","green","Child has no physical limitations.","0","0.0","PHYSICAL","false","",""
"a0Y110000008xopEAA","false","4235","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34NEAS","yellow","Child has some physical condition that places mild limitations on activities. Conditions such as impaired hearing or vision would be rated here. Also rate here treatable medical conditions that result in physical limitations (e.g., asthma).","1","1.0","PHYSICAL","false","",""
"a0Y110000008xoqEAA","false","4236","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34NEAS","orange","Child has physical condition that notably impacts activities. Sensory disorders such as blindness, deafness, or significant motor difficulties would be rated here.","2","2.0","PHYSICAL","false","",""
"a0Y110000008xorEAA","false","4237","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34NEAS","red","Child has severe physical limitations due to multiple physical conditions.","3","6.0","PHYSICAL","false","",""
"a0Y110000008xosEAA","false","4238","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34oEAC","","","Presents a Risk","","Reports abuse to the appropriate person","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xotEAA","false","4239","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34oEAC","","","Does Not Present a Risk","","Reports abuse to the appropriate person","false","","2.0"
"a0Y110000008xouEAA","false","4240","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34OEAS","green","Child gets a full nights sleep each night.","0","0.0","SLEEP","false","",""
"a0Y110000008xovEAA","false","4241","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","005U0000001BHukIAG","2014-02-28T00:25:11.000Z","a0Z11000000D34OEAS","yellow","Child has some problems sleeping. Generally, child gets a full night?s sleep but at least once a week problems arise. This may include occasionally awakening or bed wetting or nightmares.","1","1.0","SLEEP","false","",""
"a0Y110000008xqOEAQ","false","4332","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35BEAS","green","The child's sensory functioning appears normal. There is no reason to believe that the child has any problems with sensory functioning.","0","0.0","SENSORY","false","",""
"a0Y110000008xqPEAQ","false","4333","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35BEAS","yellow","The child has mild impairment on a single sense (e.g., mild hearing deficits, correctable vision problems).","1","1.0","SENSORY","false","",""
"a0Y110000008xqQEAQ","false","4334","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35BEAS","orange","The child has moderate impairment on a single sense or mild impairment on multiple senses (e.g., difficulties with sensory integration, diagnosed need for occupational therapy).","2","2.0","SENSORY","false","",""
"a0Y110000008xqREAQ","false","4335","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35BEAS","red","The child has significant impairment on one or more senses (e.g., profound hearing or vision loss).","3","6.0","SENSORY","false","",""
"a0Y110000008xqSEAQ","false","4336","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35BEAS","gray","Not applicable","NA","0.0","SENSORY","false","",""
"a0Y110000008xqTEAQ","false","4337","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35cEAC","green","This rating is given to a child with no difficulties regulating emotional or physiological responses. Emotional responses and energy level are appropriate to the situation.","0","0.0","AFFECTIVE AND/OR PHYSIOLOGICAL DYSREGULATION","false","",""
"a0Y110000008xqUEAQ","false","4338","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35cEAC","yellow","This rating is given to a child with some minor and occasional difficulties with affect/physiological regulation. This child could have some difficulty tolerating intense emotions and become somewhat jumpy or irritable in response to emotionally charged stimuli, or more watchful or hypervigilant in general or have some difficulties with regulating body functions (e.g., sleeping, eating or elimination). This child may also have some difficulty sustaining involvement in activities for any length of time or have some physical or somatic complaints.","1","1.0","AFFECTIVE AND/OR PHYSIOLOGICAL DYSREGULATION","false","",""
"a0Y110000008xqVEAQ","false","4339","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35cEAC","orange","This rating is given to a child with moderate problems with affect/physiological regulation. This child may be unable to modulate emotional responses or have more persistent difficulties in regulating bodily functions. This child may exhibit marked shifts in emotional responses (e.g., from sadness to irritability to anxiety) or have contained emotions with a tendency to lose control of emotions at various points (e.g., normally restricted affect punctuated by outbursts of anger or sadness). This child may also exhibit persistent anxiety, intense fear or helplessness, lethargy/loss of motivation, or have persistent physical or somatic complaints. This child?s behavior likely reflects difficulties with affective or physiological over-arousal or reactivity (e.g., silly behavior, loose active limbs) or underarousal (e.g., lack of movement and facial expressions, slowed walking and talking).","2","2.0","AFFECTIVE AND/OR PHYSIOLOGICAL DYSREGULATION","false","",""
"a0Y110000008xqWEAQ","false","4340","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35cEAC","red","This rating is given to a child with severe and chronic problems with highly dysregulated affective and/or physiological responses. This child may have more rapid shifts in mood and an inability to modulate emotional responses (feeling out of control of their emotions or lacking control over their movement as it relates to their emotional states). This child may also exhibit tightly contained emotions with intense outbursts under stress. Alternately, this child may be characterized by extreme lethargy, loss of motivation or drive, and no ability to concentrate or sustain engagement in activities (i.e., emotionally ?shut down?). This child may have more persistent and severe difficulties regulating sleep/wake cycle, eating patterns or with elimination problems.","3","6.0","AFFECTIVE AND/OR PHYSIOLOGICAL DYSREGULATION","false","",""
"a0Y110000008xqXEAQ","false","4341","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","005U0000001BHukIAG","2014-02-28T00:25:18.000Z","a0Z11000000D35CEAS","green","Child's receptive and expressive communication appears developmentally appropriate. There is no reason to believe that the child has any problems communicating.","0","0.0","COMMUNICATION","false","",""
"a0Y110000008xqiEAA","false","4352","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35DEAS","yellow","The child has mild delays in physical development (e.g., is below the 25th percentile in terms of height or weight).","1","1.0","FAILURE TO THRIVE","false","",""
"a0Y110000008xqjEAA","false","4353","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35DEAS","orange","The child has significant delays in physical development that could be described as failure to thrive (e.g., is below the 10th percentile in terms of height or weight).","2","2.0","FAILURE TO THRIVE","false","",""
"a0Y110000008xqkEAA","false","4354","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35DEAS","red","The child has severe problems with physical development that puts his/her life at risk (e.g., is at or beneath the 1st percentile in height or weight).","3","6.0","FAILURE TO THRIVE","false","",""
"a0Y110000008xqlEAA","false","4355","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35DEAS","gray","Not applicable","NA","0.0","FAILURE TO THRIVE","false","",""
"a0Y110000008xqmEAA","false","4356","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35eEAC","green","This level indicates a person with no evidence of recent victimization and no significant history of victimization within the past year. The person may have been robbed or burglarized on one or more occasions in the past, but no pattern of victimization exists. Person is not presently at risk for revictimization.","0","0.0","VICTIMIZATION","false","",""
"a0Y110000008xqnEAA","false","4357","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35eEAC","yellow","This level indicates a person with a history of victimization but who has not been victimized to any significant degree in the past year. Person is not presently at risk for re-victimization.","1","1.0","VICTIMIZATION","false","",""
"a0Y110000008xqoEAA","false","4358","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35eEAC","orange","This level indicates a person who has been recently victimized (within the past year) but is not in acute risk of re-victimization. This might include physical or sexual abuse, significant psychological abuse by family or friend, extortion or violent crime.","2","2.0","VICTIMIZATION","false","",""
"a0Y110000008xqpEAA","false","4359","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35eEAC","red","This level indicates a person who has been recently victimized and is at acute risk of re-victimization. Examples include working as a prostitute or living in an abusive relationship.","3","6.0","VICTIMIZATION","false","",""
"a0Y110000008xqqEAA","false","4360","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35eEAC","gray","Not applicable","NA","0.0","VICTIMIZATION","false","",""
"a0Y110000008xqrEAA","false","4361","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","005U0000001BHukIAG","2014-02-28T00:25:19.000Z","a0Z11000000D35EEAS","green","Child does not appear to have any problems with feeding or elimination.","0","0.0","FEEDING/ELIMINATION","false","",""
"a0Y110000008xrqEAA","false","4422","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35kEAC","yellow","This level indicates a person who will take prescribed medications routinely, but who sometimes needs reminders to maintain compliance. Also, a history of medication noncompliance but no current problems would be rated here.","1","1.0","MEDICATION COMPLIANCE","false","",""
"a0Y110000008xrrEAA","false","4423","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35kEAC","orange","This level indicates a person who is sporadically non-compliant. This person may be resistant to taking prescribed medications or this person may tend to overuse his or her medications. He/she might comply with prescription plans for periods of time (1-2 weeks) but generally does not sustain taking medication in prescribed dose or protocol. This would include youth who are sporadically noncompliant with medications for physical health that may place youth at medical risk.","2","2.0","MEDICATION COMPLIANCE","false","",""
"a0Y110000008xrsEAA","false","4424","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35kEAC","red","This level indicates a person who has refused to take prescribed medications during the past 30-day period or a person who has abused his or her medications to a significant degree (i.e., overdosing or over using medications to a dangerous degree).","3","6.0","MEDICATION COMPLIANCE","false","",""
